"ID","Is.the.toilet.easily.accessible.to.the.following.people...Children","Is.the.toilet.easily.accessible.to.the.following.people...Persons.with.dissability","Is.the.toilet.easily.accessible.to.the.following.people...Women.at.night","Is.the.toilet.easily.accessible.to.the.following...Vacuum.Tanker","Is.the.toilet.easily.accessible.to.the.following...Light.Truck","Is.the.toilet.easily.accessible.to.the.following...Push.Cart"
"8728",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8729",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8730",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8731",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8732",TRUE,NA,NA,TRUE,TRUE,TRUE
"8733",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8734",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8735",NA,NA,TRUE,NA,NA,TRUE
"8736",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8737",TRUE,NA,NA,TRUE,TRUE,TRUE
"8738",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8739",NA,NA,NA,TRUE,TRUE,TRUE
"8740",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8741",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8742",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8743",NA,NA,TRUE,NA,NA,TRUE
"8744",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"8745",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8746",TRUE,NA,NA,TRUE,TRUE,TRUE
"8747",TRUE,TRUE,TRUE,NA,NA,TRUE
"8748",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8749",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8750",TRUE,TRUE,TRUE,NA,NA,TRUE
"8751",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8752",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8753",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8754",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8755",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8756",TRUE,NA,NA,TRUE,TRUE,TRUE
"8757",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8758",NA,NA,NA,TRUE,TRUE,TRUE
"8759",NA,NA,NA,NA,TRUE,TRUE
"8760",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8761",NA,NA,NA,TRUE,TRUE,TRUE
"8762",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"8763",TRUE,NA,TRUE,NA,TRUE,TRUE
"8764",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8765",NA,NA,NA,FALSE,FALSE,FALSE
"8766",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8767",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8768",TRUE,NA,NA,TRUE,TRUE,TRUE
"8769",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8770",NA,NA,NA,TRUE,TRUE,TRUE
"8771",NA,NA,TRUE,TRUE,TRUE,TRUE
"8772",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8773",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8774",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8775",TRUE,NA,TRUE,NA,TRUE,TRUE
"8776",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8777",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8778",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8779",TRUE,NA,NA,NA,TRUE,TRUE
"8780",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8781",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8782",NA,NA,TRUE,NA,NA,TRUE
"8783",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8784",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8785",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8786",TRUE,TRUE,TRUE,NA,NA,TRUE
"8787",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8788",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"8789",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8790",TRUE,NA,TRUE,NA,TRUE,TRUE
"8791",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8792",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8793",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8794",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8795",TRUE,NA,NA,TRUE,TRUE,TRUE
"8796",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8797",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8798",TRUE,NA,TRUE,NA,TRUE,TRUE
"8799",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8800",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8801",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8802",TRUE,NA,TRUE,NA,NA,TRUE
"8803",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"8804",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8805",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8806",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8807",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8808",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8809",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8810",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8811",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8812",TRUE,NA,TRUE,NA,TRUE,TRUE
"8813",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8814",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"8815",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8816",NA,NA,NA,NA,TRUE,TRUE
"8817",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8818",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8819",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8820",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8821",NA,NA,NA,NA,TRUE,TRUE
"8822",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8823",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8824",TRUE,NA,TRUE,NA,NA,TRUE
"8825",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8826",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8827",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8828",NA,NA,NA,TRUE,TRUE,TRUE
"8829",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8830",NA,NA,NA,NA,NA,TRUE
"8831",TRUE,TRUE,TRUE,NA,NA,TRUE
"8832",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8833",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8834",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"8835",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8836",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8837",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8838",NA,NA,NA,NA,NA,TRUE
"8839",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8840",TRUE,NA,NA,TRUE,TRUE,TRUE
"8841",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8842",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8843",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8844",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8845",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8846",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8847",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8848",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8849",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8850",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8851",TRUE,NA,TRUE,NA,NA,NA
"8852",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8853",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8854",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8855",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8856",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8857",TRUE,NA,NA,TRUE,TRUE,TRUE
"8858",NA,NA,NA,NA,TRUE,TRUE
"8859",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8860",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"8861",NA,NA,NA,TRUE,TRUE,TRUE
"8862",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8863",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8864",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8865",TRUE,TRUE,TRUE,NA,NA,TRUE
"8866",NA,NA,NA,TRUE,TRUE,TRUE
"8867",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8868",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8869",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8870",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8871",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"8872",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8873",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8874",TRUE,TRUE,TRUE,NA,NA,TRUE
"8875",TRUE,NA,TRUE,NA,TRUE,TRUE
"8876",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8877",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8878",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8879",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8880",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8881",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8882",TRUE,NA,TRUE,NA,TRUE,TRUE
"8883",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8884",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"8885",TRUE,NA,NA,TRUE,TRUE,TRUE
"8886",TRUE,NA,NA,TRUE,TRUE,TRUE
"8887",TRUE,NA,NA,TRUE,TRUE,TRUE
"8888",TRUE,NA,NA,TRUE,TRUE,TRUE
"8889",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8890",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8891",TRUE,NA,NA,TRUE,TRUE,TRUE
"8892",TRUE,NA,NA,TRUE,TRUE,TRUE
"8893",TRUE,NA,NA,TRUE,TRUE,TRUE
"8894",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8895",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8896",TRUE,NA,NA,TRUE,TRUE,TRUE
"8897",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8898",TRUE,NA,NA,TRUE,TRUE,TRUE
"8899",TRUE,NA,NA,TRUE,TRUE,TRUE
"8900",TRUE,NA,NA,TRUE,TRUE,TRUE
"8901",TRUE,NA,NA,TRUE,TRUE,TRUE
"8902",TRUE,NA,NA,TRUE,TRUE,TRUE
"8903",TRUE,NA,NA,TRUE,TRUE,TRUE
"8904",TRUE,NA,NA,TRUE,TRUE,TRUE
"8905",TRUE,NA,NA,TRUE,TRUE,TRUE
"8906",TRUE,NA,NA,TRUE,TRUE,TRUE
"8907",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8908",TRUE,NA,NA,TRUE,TRUE,TRUE
"8909",TRUE,NA,NA,TRUE,TRUE,TRUE
"8910",TRUE,NA,NA,TRUE,TRUE,TRUE
"8911",TRUE,NA,NA,TRUE,TRUE,TRUE
"8912",TRUE,NA,FALSE,FALSE,FALSE,TRUE
"8913",TRUE,NA,NA,NA,NA,TRUE
"8914",TRUE,NA,NA,FALSE,TRUE,TRUE
"8915",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8916",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"8917",TRUE,NA,NA,TRUE,TRUE,TRUE
"8918",TRUE,FALSE,NA,NA,TRUE,TRUE
"8919",TRUE,NA,NA,TRUE,TRUE,TRUE
"8920",TRUE,NA,NA,TRUE,TRUE,TRUE
"8921",TRUE,NA,NA,TRUE,TRUE,TRUE
"8922",TRUE,NA,NA,TRUE,TRUE,TRUE
"8923",TRUE,NA,NA,TRUE,TRUE,TRUE
"8924",TRUE,NA,NA,TRUE,TRUE,TRUE
"8925",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"8926",TRUE,NA,NA,TRUE,TRUE,TRUE
"8927",TRUE,FALSE,FALSE,NA,TRUE,TRUE
"8928",TRUE,NA,NA,TRUE,TRUE,TRUE
"8929",TRUE,NA,NA,TRUE,TRUE,TRUE
"8930",TRUE,NA,NA,TRUE,TRUE,TRUE
"8931",TRUE,NA,NA,TRUE,TRUE,TRUE
"8932",TRUE,NA,NA,TRUE,TRUE,TRUE
"8933",TRUE,NA,NA,TRUE,TRUE,TRUE
"8934",TRUE,NA,NA,TRUE,TRUE,TRUE
"8935",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8936",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8937",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8938",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8939",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8940",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8941",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8942",TRUE,NA,NA,TRUE,TRUE,TRUE
"8943",NA,NA,FALSE,TRUE,TRUE,TRUE
"8944",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8945",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8946",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"8947",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8948",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8949",TRUE,NA,NA,TRUE,TRUE,TRUE
"8950",NA,NA,TRUE,NA,NA,TRUE
"8951",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"8952",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8953",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8954",TRUE,NA,NA,TRUE,TRUE,TRUE
"8955",NA,NA,NA,TRUE,TRUE,TRUE
"8956",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8957",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8958",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"8959",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8960",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8961",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8962",NA,NA,NA,TRUE,TRUE,TRUE
"8963",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8964",TRUE,NA,TRUE,NA,NA,TRUE
"8965",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8966",TRUE,TRUE,TRUE,NA,NA,TRUE
"8967",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8968",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8969",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8970",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8971",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8972",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8973",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8974",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8975",TRUE,NA,NA,TRUE,TRUE,TRUE
"8976",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8977",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"8978",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8979",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8980",TRUE,NA,NA,NA,NA,TRUE
"8981",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8982",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8983",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8984",NA,NA,NA,NA,TRUE,TRUE
"8985",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8986",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"8987",TRUE,NA,TRUE,NA,TRUE,TRUE
"8988",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8989",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8990",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8991",NA,NA,NA,NA,NA,TRUE
"8992",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8993",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8994",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8995",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8996",TRUE,NA,TRUE,NA,NA,TRUE
"8997",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"8998",TRUE,NA,NA,FALSE,TRUE,TRUE
"8999",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9000",FALSE,FALSE,NA,TRUE,TRUE,TRUE
"9001",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9002",NA,NA,NA,NA,NA,TRUE
"9003",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9004",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9005",FALSE,NA,FALSE,NA,TRUE,TRUE
"9006",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9007",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9008",NA,NA,NA,NA,NA,TRUE
"9009",TRUE,NA,TRUE,NA,NA,TRUE
"9010",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9011",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9012",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9013",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9014",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9015",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9016",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9017",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9018",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9019",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9020",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9021",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9023",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9024",NA,NA,NA,NA,TRUE,TRUE
"9025",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9026",TRUE,NA,NA,TRUE,TRUE,TRUE
"9027",TRUE,TRUE,TRUE,NA,NA,TRUE
"9028",FALSE,NA,TRUE,NA,TRUE,TRUE
"9029",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9030",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"9031",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9032",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9033",TRUE,NA,TRUE,NA,NA,TRUE
"9034",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9035",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9036",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9037",TRUE,TRUE,TRUE,NA,NA,TRUE
"9038",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9039",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9040",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9041",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"9042",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9043",NA,NA,NA,NA,NA,TRUE
"9044",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9045",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9046",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9047",NA,NA,TRUE,NA,NA,TRUE
"9048",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9049",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9050",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9051",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9052",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9053",TRUE,NA,TRUE,NA,TRUE,TRUE
"9054",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9055",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9056",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9057",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9058",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9059",NA,FALSE,NA,TRUE,TRUE,TRUE
"9060",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9061",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9062",NA,NA,NA,NA,TRUE,TRUE
"9063",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9064",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9065",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9066",NA,NA,TRUE,NA,TRUE,TRUE
"9067",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9068",TRUE,TRUE,TRUE,NA,NA,TRUE
"9069",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9070",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9071",TRUE,NA,NA,TRUE,TRUE,TRUE
"9072",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9073",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9074",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9075",NA,NA,NA,NA,TRUE,TRUE
"9076",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9077",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9078",TRUE,NA,NA,TRUE,TRUE,TRUE
"9079",TRUE,NA,TRUE,NA,TRUE,TRUE
"9080",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9081",TRUE,TRUE,TRUE,NA,NA,TRUE
"9082",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9083",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9084",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"9085",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9086",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9087",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9088",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9089",TRUE,TRUE,TRUE,NA,NA,TRUE
"9090",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9091",NA,NA,NA,NA,TRUE,TRUE
"9092",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9093",TRUE,TRUE,TRUE,NA,NA,TRUE
"9094",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9095",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9096",TRUE,NA,NA,NA,NA,TRUE
"9097",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9098",TRUE,TRUE,TRUE,NA,TRUE,NA
"9099",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9100",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9101",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9102",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"9103",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9104",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9105",TRUE,NA,NA,FALSE,NA,TRUE
"9106",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9107",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9108",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9109",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9110",TRUE,TRUE,TRUE,NA,NA,NA
"9111",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9112",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9113",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9114",TRUE,NA,NA,TRUE,TRUE,TRUE
"9115",TRUE,NA,TRUE,NA,NA,TRUE
"9116",TRUE,TRUE,TRUE,FALSE,NA,NA
"9117",TRUE,NA,TRUE,NA,TRUE,TRUE
"9118",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9119",TRUE,NA,TRUE,NA,TRUE,TRUE
"9120",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9121",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9122",TRUE,TRUE,TRUE,NA,NA,TRUE
"9123",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"9124",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9125",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9126",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9127",TRUE,TRUE,TRUE,NA,NA,TRUE
"9128",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"9129",TRUE,NA,TRUE,NA,TRUE,TRUE
"9130",TRUE,NA,TRUE,NA,NA,TRUE
"9131",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9132",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9133",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9134",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9135",NA,NA,TRUE,TRUE,TRUE,TRUE
"9136",TRUE,TRUE,TRUE,NA,NA,TRUE
"9137",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9138",TRUE,NA,NA,NA,TRUE,TRUE
"9139",TRUE,NA,TRUE,NA,TRUE,TRUE
"9140",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9141",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9142",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9143",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9144",TRUE,NA,NA,TRUE,TRUE,TRUE
"9145",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9146",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9147",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9148",NA,NA,NA,NA,TRUE,TRUE
"9149",TRUE,TRUE,TRUE,NA,NA,TRUE
"9150",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9151",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9152",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9153",TRUE,NA,TRUE,NA,TRUE,TRUE
"9154",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9155",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9156",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9157",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9158",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9159",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9160",TRUE,TRUE,TRUE,NA,TRUE,TRUE
