"TAKE  PHOTO OF INSIDE THE TOILET","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered) (latitude)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered) (longitude)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered - accuracy)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered - altitude)","TAKE PHOTO OF OUTSIDE THE TOILET/CONTAINMENT ","Perception of the fill level","Condition of the components: Roof - Score Condition","Condition of the components: Wall - Score Condition","Condition of the components: Floor - Score Condition","Condition of the components: Interface - Score Condition","Condition of the components: Substructure/Containment  - Score Condition"
"https://api.mwater.co/v3/images/8554a7a222184a60bb8ba6cdf882ba39",-15.435245,28.2568867,4.69999980926513,1303.2,"https://api.mwater.co/v3/images/742928a5d761469ab44db914e43e5da5",1,1,3,3,3,4
"https://api.mwater.co/v3/images/55afbc5a6aa4449abfa27cf4e3ab19aa",-15.4352083,28.257055,8.19999980926513,1269.5,"https://api.mwater.co/v3/images/4d8ccdc5606c45bab55426b2ce51a5cb",2,3,3,3,3,3
"https://api.mwater.co/v3/images/5cdcbbebf28a4bc5aa6c634d2c40a84a",-15.4225583,28.2522617,4.59999990463256,1305.2,"https://api.mwater.co/v3/images/4c91e4f7312d41d297952530952f1c2f",2,3,3,3,3,3
"https://api.mwater.co/v3/images/7d5e47c204fa4a61b63a16d78d6f1362",-15.43558,28.2568133,3.40000009536743,1287.2,"https://api.mwater.co/v3/images/f3fbeab9a13d4b1a8f534d052dbca957",2,1,4,4,4,3
"https://api.mwater.co/v3/images/b22c8c804b764e98b3149c8f24ef1210",-15.43363,28.253395,4.90000009536743,1286.1,"https://api.mwater.co/v3/images/dbdff39c1d2444e29d163b53c101853d",3,4,4,4,4,4
"https://api.mwater.co/v3/images/141d4add54e8432a8a42ed9ee69ea277",-15.433875,28.2532083,5.69999980926513,1274.9,"https://api.mwater.co/v3/images/bf2bffacbf1a4dc2844a65c849b1856b",1,2,2,2,2,2
"https://api.mwater.co/v3/images/ae813382d4f74cf29d95ad5b08f9a3d3",-15.43525,28.25684,4.90000009536743,1298.9,"https://api.mwater.co/v3/images/ef21ace2521f428d8473b86e3df26170",4,4,4,4,4,4
"https://api.mwater.co/v3/images/2d9c4f93a41340bb850046fba9b47fc1",-15.422905,28.2523167,4.69999980926513,1275.5,"https://api.mwater.co/v3/images/4b52b61645db4880930a8766968eecba",3,1,3,3,3,3
"https://api.mwater.co/v3/images/71ddd4720ce545cd97f9b5d7f838b875",-15.43514,28.2568433,5,1303.2,"https://api.mwater.co/v3/images/1336effae2c64f75bc0560456d114643",3,1,4,4,3,4
"https://api.mwater.co/v3/images/7fa1eaec2fca4ed7835f02805a55f2cd",-15.42278,28.2523767,4.59999990463256,1280.5,"https://api.mwater.co/v3/images/c785995f313e4b25a7a1f1898ee8b758",4,4,4,4,4,4
"https://api.mwater.co/v3/images/5b0ea918aabd4bdbb356c83cf3815f3f https://api.mwater.co/v3/images/477647c59b514125bf3375b7359ea38a",-15.4336233,28.25368,4.90000009536743,1278,"https://api.mwater.co/v3/images/50633d290c4f463cbc35166ac0c5e605",3,2,3,3,3,3
"https://api.mwater.co/v3/images/0a9fa5a8909e4baeaa015f58c0820d21",-15.43392,28.253345,4.90000009536743,1297,"https://api.mwater.co/v3/images/17d6118453914e11a1099b94b662dc13",3,4,4,4,4,4
"https://api.mwater.co/v3/images/795db09a0c1a4765949018132abcda77",-15.4340017,28.2533867,4.80000019073486,1271.2,"https://api.mwater.co/v3/images/74d142903cfd444b91aeff96bc790f50",2,2,3,3,3,3
"https://api.mwater.co/v3/images/6eacbf97ec5241ffad9e8985c13529b0",-15.43533,28.25651,4.5,1304.7,"https://api.mwater.co/v3/images/82a3b1e8ff4244369c4006b99422458f",3,3,3,3,3,3
"https://api.mwater.co/v3/images/4d10affcb6704d2396c2a64aa9d5ecd7",-15.4227467,28.2524733,4.59999990463256,1300.2,"https://api.mwater.co/v3/images/c2e3f48951014dc6b926605f06e0b838",4,1,4,4,4,4
"https://api.mwater.co/v3/images/9900d35b6f8c4bb7a415851a7562aa02",-15.423175,28.2525867,4.90000009536743,1300,"https://api.mwater.co/v3/images/cfcb060a7bf4439ab22b20dd25df86e9",4,3,3,3,3,3
"https://api.mwater.co/v3/images/232596a9d95f4d25b382950776377587",-15.4355683,28.2567483,4.59999990463256,1301.7,"https://api.mwater.co/v3/images/deaabe7f951e4ad3b8609e745f1af42b",4,1,4,4,4,4
"https://api.mwater.co/v3/images/1a70cbe75706494ba1103fa026428143",-15.4341917,28.253635,4.5,1281.5,"https://api.mwater.co/v3/images/0187faa19dbf44b8976d0cbb256b0e5c",2,1,3,2,3,2
"https://api.mwater.co/v3/images/d77f10b7d18e471d851968a32710118f",-15.4340283,28.253375,4.80000019073486,1280.4,"https://api.mwater.co/v3/images/f3e2517764214042a06de12a8f06d77d",2,3,3,3,3,3
"https://api.mwater.co/v3/images/18cf062936544f4bab2a0c5b3ab21f76",-15.4230617,28.2522867,5,1266.2,"https://api.mwater.co/v3/images/112f4e48681a4b70a6e0364719fcabff",4,3,4,3,4,4
"https://api.mwater.co/v3/images/ee816a4f7edd4748b8dcda0c00e64978",-15.422885,28.252035,4.40000009536743,1266.6,"https://api.mwater.co/v3/images/e3dbf14350cc4e089b5b6b462dff728f",4,4,4,3,4,3
"https://api.mwater.co/v3/images/0ef1886f57244e58b08f560e13e12805",-15.43528,28.2566767,8.69999980926513,1286.2,"https://api.mwater.co/v3/images/a3fe9ddbb75d4bf9ba1c0502f283ed15",3,4,3,3,3,3
"https://api.mwater.co/v3/images/1eeab00a086b44378d2b37fbb04fffad",-15.4357933,28.2562433,5,1308.5,"https://api.mwater.co/v3/images/eb6d3285f2ab4eec9927c6ea59ce5ea9",2,1,3,3,3,3
"https://api.mwater.co/v3/images/547f26773fec401684b29f14b4a928f8",-15.4336083,28.2537017,5,1255.9,"https://api.mwater.co/v3/images/242dbfc182cb452abdbca26e295d75d9",3,4,4,4,4,4
"https://api.mwater.co/v3/images/f5d12982e530496fbb0bf745665bebeb",-15.436085,28.25653,6.30000019073486,1290.9,"https://api.mwater.co/v3/images/bdee2451dcf34543a6df230c5228afe1",4,1,4,4,4,4
"https://api.mwater.co/v3/images/37ab9860d1a34974a06c06ed221e746f",-15.43451,28.2532917,4.90000009536743,1290,"https://api.mwater.co/v3/images/5908e52e735f4367887a945d0a173930",3,3,3,3,3,3
"https://api.mwater.co/v3/images/5931a55eb29e43048ca968370acf10ef",-15.4343583,28.253445,4.59999990463256,1271.2,"https://api.mwater.co/v3/images/f6df0ffa45f24dcabce486b37da95222",3,3,3,3,3,3
"https://api.mwater.co/v3/images/aed3691b29c44549a30989ee5d21fff1",-15.43515,28.2571183,3.90000009536743,1288.7,"https://api.mwater.co/v3/images/83b44e5467ec49bcb1db01bb329997be",3,5,5,5,5,5
"https://api.mwater.co/v3/images/cf0e3fb849c44c1b9de1b395d4c55bdb",-15.4227317,28.25187,6.5,1290.4,"https://api.mwater.co/v3/images/e2701ff557a44f429b3123d71cc24468",4,1,4,4,4,4
"https://api.mwater.co/v3/images/e377cbc5e29e4822b788c6c6f491328c",-15.4341967,28.2536683,4.59999990463256,1281.6,"https://api.mwater.co/v3/images/0a535e44e52c447590628c9b9f01d6c2",NA,1,3,3,3,3
"https://api.mwater.co/v3/images/ba47fce6cd8b4f5085cf13cbf46dd74a",-15.4231833,28.2521867,5.59999990463256,1281.3,"https://api.mwater.co/v3/images/c930f575103a4bc7ae84aef649063e2c",3,4,4,3,3,3
"https://api.mwater.co/v3/images/c587b528674649839e95845c11f6bab7",-15.4231217,28.2521917,6.40000009536743,1273.1,"https://api.mwater.co/v3/images/3b8f4402d639424baa66c5cb7363611a",4,1,4,3,3,3
"https://api.mwater.co/v3/images/69924438a6f54e7eb0b5af07c721e895",-15.4361033,28.2567917,4.59999990463256,1318.3,"https://api.mwater.co/v3/images/7ca80c3a1eae4c47b8d5b332855cd7bf",2,1,4,4,4,4
"https://api.mwater.co/v3/images/bd4f8925001643139071994b7eee3c28",-15.4231367,28.2519667,4.40000009536743,1250.3,"https://api.mwater.co/v3/images/cd6cd38575b04aad9defc6da2c7fded9",4,4,4,4,4,4
"https://api.mwater.co/v3/images/4ab3a19606534ec79e090ba52f586c1e",-15.4338233,28.2532083,4.59999990463256,1288.9,"https://api.mwater.co/v3/images/260bd9af34714ebf8fd1fd2e065a20e0",4,1,4,3,4,4
"https://api.mwater.co/v3/images/a4aa5f7afbec45958bd00629e72cae20",-15.4342533,28.2532083,4.40000009536743,1288.6,"https://api.mwater.co/v3/images/b4c9d46503a54428aa9f4ee9434ab6b8",NA,1,4,4,4,4
"https://api.mwater.co/v3/images/947183ec92e64b60b8f4ce9adaa8d3e9",-15.43442,28.2532183,4.80000019073486,1283,"https://api.mwater.co/v3/images/48094ec9b293415d875fcc427976dcd7",3,1,3,3,3,3
"https://api.mwater.co/v3/images/b9fa8c9001ca47418b2ad556e8fe8a28",-15.4362783,28.2565467,7.30000019073486,1297.4,"https://api.mwater.co/v3/images/570f2589f68d410d8cc97f3e4cef07ac",3,3,3,3,3,3
"https://api.mwater.co/v3/images/8d29e65610914c07ba450a33f588ef81",-15.4361267,28.2565617,5.5,1285.4,"https://api.mwater.co/v3/images/5082301de8834f5f894b13d1d51485ea",3,4,4,4,4,4
"https://api.mwater.co/v3/images/00487272afb44e819eebf682d27e43c3",-15.4229867,28.2519317,4.69999980926513,1281.3,"https://api.mwater.co/v3/images/d64aa49f3a304a23a79abd32b6d9da6e",4,4,4,4,4,4
"https://api.mwater.co/v3/images/e2824c69dd844fc9a73484d26e8e4da9",-15.436385,28.256825,6.80000019073486,1265.8,"https://api.mwater.co/v3/images/6028ac55030a46ebad2da2c823142c41",4,1,4,4,4,4
"https://api.mwater.co/v3/images/a8082cf32df548a1a2f7f5479adc3531",-15.43423,28.2534167,4.90000009536743,1274.3,"https://api.mwater.co/v3/images/e15c1a0d48b94f9390ac5dd99accab4b",2,1,2,2,2,3
"https://api.mwater.co/v3/images/cca6f12b14554c8aa53a427d53347533",-15.4234967,28.252395,4.90000009536743,1272.9,"https://api.mwater.co/v3/images/016858a61e274d3186bb8e05cda2960b",3,4,4,4,4,4
"https://api.mwater.co/v3/images/d7c44f8394b148b4a9d74242793707cb",-15.422825,28.2515583,4.90000009536743,1263.9,"https://api.mwater.co/v3/images/c589f88c7c9a4c7e99e338c1b6eb3c8d",4,3,4,3,3,3
"https://api.mwater.co/v3/images/95b58aac1d0f400ea9758d9dd151a990",-15.4363017,28.2567933,5,1274.1,"https://api.mwater.co/v3/images/be9e4d1d44324bd0b6af24c14ea72e9e",4,4,4,4,4,4
"https://api.mwater.co/v3/images/6b16d8be93a646b285d1f9466ed325e3",-15.436395,28.2564883,4.5,1266.1,"https://api.mwater.co/v3/images/588910af8e9d4b069869c290e9f46dbf",2,3,3,3,3,2
"https://api.mwater.co/v3/images/3394b45d5bc14eb4938255d7032512a8",-15.4226467,28.2517033,4.90000009536743,1277,"https://api.mwater.co/v3/images/c9bd7f6261a94d3084868725b89a6570",NA,4,4,4,3,4
"https://api.mwater.co/v3/images/717e84b1b9e74c7a9318d0e2286d65d0",-15.4350033,28.2534067,4.69999980926513,1281.6,"https://api.mwater.co/v3/images/778429e6c5474c33b25a5146d488b8ce",1,1,2,3,3,2
"https://api.mwater.co/v3/images/1d5182ab30b640db99a5a2b90ef97e39",-15.4348817,28.2534183,7,1265.9,"https://api.mwater.co/v3/images/c5ed6b08c6774cd8ab88a61e5e3c969a",3,3,3,3,3,3
"https://api.mwater.co/v3/images/b524a980acef4644b1c4f9537e6388ec",-15.4364133,28.2570617,5,1286,"https://api.mwater.co/v3/images/57ee5dbff8694b3aa7264ca3f57866e6",1,3,3,3,3,3
"https://api.mwater.co/v3/images/e2bd4c331f544dc9825304dd8683fb9d",-15.43486,28.2532967,5,1278.3,"https://api.mwater.co/v3/images/936cad7ddc344f94a9f6060b23a34889",2,3,3,3,3,3
"https://api.mwater.co/v3/images/e10aeb8f716f4d60b10b5e390f870cc3",-15.4362467,28.256705,7.59999990463256,1275.6,"https://api.mwater.co/v3/images/cabd99b623474f9eadd46e367b3fd337",3,3,4,3,3,3
"https://api.mwater.co/v3/images/bfaa050e23de48f3bbb9990860b4b99b",-15.4366383,28.256535,4.5,1279.3,"https://api.mwater.co/v3/images/d4c8ff4fb17a485ba21c060387d72c36",4,3,3,3,3,3
"https://api.mwater.co/v3/images/eb83b11b05374119a59e0d4bcad52550",-15.4348367,28.2535367,5,1278.8,"https://api.mwater.co/v3/images/8fc1239cb4d341ecb467b69f867d8ca8",2,1,2,3,3,3
"https://api.mwater.co/v3/images/e0d59a1a6922464baf3787c2223fabc6",-15.4232167,28.2514,4.5,1274.8,"https://api.mwater.co/v3/images/13b6d8f26ca84920b6a73d7cb6cefc72",4,3,3,3,3,3
"https://api.mwater.co/v3/images/6a7d4058b8b94e7a86616942ce002a3c",-15.423435,28.25144,4.80000019073486,1278.9,"https://api.mwater.co/v3/images/a143f8f2b9bb4138b503e99c1bb37898",4,3,3,3,3,3
"https://api.mwater.co/v3/images/c629c44edc8c49678f6373207e2205c6",-15.4349333,28.25335,4.40000009536743,1283.6,"https://api.mwater.co/v3/images/382c900b3b1648c4afe8c9e2d2a728e1",2,1,3,3,3,3
"https://api.mwater.co/v3/images/d6beb3c06032430db3e55e08467b1392",-15.4366433,28.2565733,4.30000019073486,1287.9,"https://api.mwater.co/v3/images/df6b7906abb14e0fb4471777df6a657c",4,1,4,4,4,NA
"https://api.mwater.co/v3/images/ab8f5fd93db847b0aa9f9e523975db75",-15.4363033,28.25666,4.69999980926513,1254.1,"https://api.mwater.co/v3/images/bcc7991571b2487abc7d698183cd144f",2,2,3,3,3,3
"https://api.mwater.co/v3/images/e3e8d100fc6d44adb86a598308993ff6",-15.4346533,28.2535133,5.30000019073486,1288.5,"https://api.mwater.co/v3/images/feaea534992e449a87b822c4f1e33dc4",3,3,3,3,3,3
"https://api.mwater.co/v3/images/6b5293e0c648490cae7b0ffc2250b0bd",-15.434805,28.25343,4.59999990463256,1280.7,"https://api.mwater.co/v3/images/d14d8dd2aa8148ba8ca9b020e82a9461",1,1,2,2,2,2
"https://api.mwater.co/v3/images/5138f2d04a7c44729b72b4a61c5f8ff4",-15.4364867,28.2571433,5.5,1267.6,"https://api.mwater.co/v3/images/179c8e2e3fe64f299cd5b20f3a343249",2,3,3,3,3,3
"https://api.mwater.co/v3/images/02769a2fde0348a28e6a6e6acefbab0b",-15.4370883,28.2562233,4.80000019073486,1280.2,"https://api.mwater.co/v3/images/09ccc013c0d04bc28d8af1c57cbc0b51",4,1,3,3,3,3
"https://api.mwater.co/v3/images/06258414280f45f8b1fae54d2ed41215",-15.4234917,28.2520067,4.90000009536743,1279,"https://api.mwater.co/v3/images/84804213c0944417b182152a6eb62888",3,3,3,3,3,3
"https://api.mwater.co/v3/images/173f847b0d584c099110b36a781de9cf",-15.4236033,28.2521717,4.80000019073486,1279.8,"https://api.mwater.co/v3/images/f312845f698147799770553973972504",3,3,3,3,3,3
"https://api.mwater.co/v3/images/ea8afddddddd4f1ca4d8e75780909b5e",-15.4373017,28.25619,96,1243.2,"https://api.mwater.co/v3/images/46946c25b5c544ffbdfeb64e38198923",4,4,4,4,3,4
"https://api.mwater.co/v3/images/0b6308debf34495d8a892abebd9ef7a4",-15.4236167,28.25248,4.5,1279.2,"https://api.mwater.co/v3/images/9e4391c2e6bc4c7e8985d6057a3d22f6",2,1,3,3,3,3
"https://api.mwater.co/v3/images/f4e7d442a7d445668992f4a3dcacd0a6",-15.436775,28.2568317,4.69999980926513,1289.9,"https://api.mwater.co/v3/images/e451bee3c806401a8e7f4fac4e3709b4",1,1,3,3,3,3
"https://api.mwater.co/v3/images/79fb83623bdf4c09a63b8a65cf471456",-15.4235233,28.2524233,5,1291.2,"https://api.mwater.co/v3/images/468b1196346248f39eaf816ed32962c5",NA,4,4,5,4,4
"https://api.mwater.co/v3/images/c963d97716034161b47ea1271b183187",-15.4351367,28.2534867,4.69999980926513,1277.3,"https://api.mwater.co/v3/images/e33f8c0b5a6844f3b04b7de65f8085fe",NA,3,4,4,4,4
"https://api.mwater.co/v3/images/cfe2f46d8e1e4711aa65a828902079dc",-15.4240817,28.2523183,4.80000019073486,1280,"https://api.mwater.co/v3/images/bf6a1c357ebf4a7f9f02fa72bc1ce454",NA,1,3,3,3,3
"https://api.mwater.co/v3/images/0f1a927981454f138e75a96356fd38d0",-15.4238917,28.25249,4.80000019073486,1268.9,"https://api.mwater.co/v3/images/00a2bd6e5c354308afe0525cd3d4d938",4,4,4,4,4,4
"https://api.mwater.co/v3/images/76d84fdaa1d54560a57f8226fc1d4ee9",-15.4357917,28.2534967,6,1268.9,"https://api.mwater.co/v3/images/e491839e3a714d04825198b28475973e",4,3,3,3,3,3
"https://api.mwater.co/v3/images/cd9260922fac4134a3c902df54fe9c74",-15.4357867,28.2535767,3.90000009536743,1269.7,"https://api.mwater.co/v3/images/6b535742610546f897a43539e79da8b8",1,3,3,3,3,3
"https://api.mwater.co/v3/images/a6dfa51a1c504fc3ba7ef3600b15eaee",-15.4353683,28.2533433,4.59999990463256,1274.8,"https://api.mwater.co/v3/images/5295d615419c4f6faeb4a040a3786ca5",4,1,4,4,4,4
"https://api.mwater.co/v3/images/9c35adc956e545bd970ac9337a64b356",-15.4354017,28.2535283,4.90000009536743,1277.3,"https://api.mwater.co/v3/images/87f8c1f0a0254c25af0e11f0bd4012c1",3,1,3,3,3,3
"https://api.mwater.co/v3/images/8d2e2739dc2b4f4e937959722b672441",-15.4349583,28.25356,5.09999990463256,1267.8,"https://api.mwater.co/v3/images/e7182e6996a143f785f8668e4babdfb4",2,1,2,2,2,2
"https://api.mwater.co/v3/images/2fd31be8670a4fca9b5773fda5a68052",-15.42393,28.251905,4.69999980926513,1271.7,"https://api.mwater.co/v3/images/e8d5fb90670145769054011040e2a8b5",NA,2,3,3,3,3
"https://api.mwater.co/v3/images/7bade747f932420f90346c1d1f5ad1ea",-15.42384,28.2517633,5,1267.5,"https://api.mwater.co/v3/images/c05341ea72c74b168dfa2e2e99ff83e1",4,4,4,4,4,4
"https://api.mwater.co/v3/images/5d551e53d65046f09cceb0f82b90f33c",-15.4238883,28.25197,4.40000009536743,1268.6,"https://api.mwater.co/v3/images/5d8d2f02ee2e473387fd6c37e62470f5",3,3,2,3,3,3
"https://api.mwater.co/v3/images/bc0b4e895fad4521a68c99da3b6a8737",-15.4355383,28.25362,4.69999980926513,1278.9,"https://api.mwater.co/v3/images/68dfa4b746d04b119e8b25f55747571b",2,1,3,3,3,3
"https://api.mwater.co/v3/images/f310c7b777fd4dc180c42e97bcf64c20",-15.4237967,28.2515683,4.5,1287,"https://api.mwater.co/v3/images/81e37da9b299490092161dedcc2f7e14",4,4,4,4,4,4
"https://api.mwater.co/v3/images/e619fac2353a47149768533d02c4af99",-15.4354417,28.253555,4.80000019073486,1275.1,"https://api.mwater.co/v3/images/a3edb814d73f4d73a5c47f8c889d5941",4,4,4,4,4,4
"https://api.mwater.co/v3/images/70d974b523d24157a042dce522c78947",-15.4356467,28.2536433,3.90000009536743,1273,"https://api.mwater.co/v3/images/3a3b3e9a9f214a11a52247023b41a9a8",2,1,3,3,3,3
"https://api.mwater.co/v3/images/d780bf7d9b754284a3f57126f0c95038",-15.42359,28.2513733,4.80000019073486,1274.9,"https://api.mwater.co/v3/images/9136ae988cfb4313af8f6f891a651332",3,4,3,3,3,3
"https://api.mwater.co/v3/images/17ff508716194592a72666d7fd529330",-15.4356617,28.2538367,7.09999990463256,1273.3,"https://api.mwater.co/v3/images/0d3d0e87a97f4f3ea98db4391889e445",4,1,3,3,3,3
"https://api.mwater.co/v3/images/2b57bd24cb374ba692f54ffd200def73",-15.4352317,28.253565,5,1263.6,"https://api.mwater.co/v3/images/3f821f6ab715492784a3b3df01569bd5",2,3,3,3,3,3
"https://api.mwater.co/v3/images/bf84b1b7eef94915a95ce09c41f2cb23",-15.4236733,28.25103,4.69999980926513,1269,"https://api.mwater.co/v3/images/3132e585c2004270acf3112f7170127c",4,4,4,3,3,3
"https://api.mwater.co/v3/images/02706eefa95246eb98319a24bdaa0f6c",-15.435525,28.25387,4.69999980926513,1271.3,"https://api.mwater.co/v3/images/252c5c71ffed4febbf55c2a2d2eb3b1e",1,2,2,2,2,2
"https://api.mwater.co/v3/images/125ab2b69c6a4f3ba3bc9401144f2cd4",-15.4238417,28.251975,4.40000009536743,1294.3,"https://api.mwater.co/v3/images/ef2e84c1899d448b900848b0bb79393d",4,1,3,3,3,3
"https://api.mwater.co/v3/images/a9487e98fa964bccadc25afb5b7616a0",-15.4237283,28.2507917,4.40000009536743,1268.9,"https://api.mwater.co/v3/images/38d9326923c4445ab713a17c15dbef2d",2,1,4,4,4,4
"https://api.mwater.co/v3/images/666ad3b855414908bd0223d8d1339605",-15.4238233,28.2509283,4.80000019073486,1263.2,"https://api.mwater.co/v3/images/a7c659aa83634c4d87f6eeba46d0fca9",4,4,4,5,4,5
"https://api.mwater.co/v3/images/909f3a3ca048418d950833dc985ba000",-15.4235883,28.2512583,5.5,1272.5,"https://api.mwater.co/v3/images/5e87e1092c7941fbbd46407b9b2b800f",4,NA,NA,NA,NA,NA
"https://api.mwater.co/v3/images/eef600777855496c8fa1c2ce5f63afa2",-15.4237417,28.2517917,4.59999990463256,1266.8,"https://api.mwater.co/v3/images/975d89dd2343449e88fda0ac9e513d5b",4,3,3,3,3,3
"https://api.mwater.co/v3/images/1c3059a2a55e49dc905b1129aef63b26",-15.43594,28.2538333,5,1279.2,"https://api.mwater.co/v3/images/d452118683994e2495b582344113b8f7",1,2,3,3,3,3
"https://api.mwater.co/v3/images/90231dc3b8634088b7c34584390995c8",-15.4358317,28.2544133,7.19999980926513,1275.2,"https://api.mwater.co/v3/images/2a450fa81cd4419fa2f4076500a55bc6",2,3,3,3,3,3
"https://api.mwater.co/v3/images/1554f05e2c1b4311a99dd5bbbcfd1486",-15.4222683,28.25196,4.90000009536743,1281.6,"https://api.mwater.co/v3/images/94307a4f58c04a24890c0988dbafe51f",4,4,4,4,4,4
"https://api.mwater.co/v3/images/7d215266c2ab4e13b2252f47bf23eeb2",-15.435845,28.254205,4.80000019073486,1289.5,"https://api.mwater.co/v3/images/535d81c60b5b4ac195d77d34df59d17e",3,4,3,3,3,3
"https://api.mwater.co/v3/images/91ba5f034269458e914e44c66902d681",-15.43583,28.253485,4.40000009536743,1273.9,"https://api.mwater.co/v3/images/1d0f55f8da8a4dbd958f676624964dd7",4,1,4,4,4,4
"https://api.mwater.co/v3/images/bdf1e96ad67347ccb36c65847f9bb4f7",-15.435855,28.2536117,5.69999980926513,1277.4,"https://api.mwater.co/v3/images/85b59c92e6854339b4dfbc04352d2827",1,2,2,2,2,2
"https://api.mwater.co/v3/images/78a495a8e83b48a79ebd07074e218e40",-15.4361333,28.2541633,9.39999961853027,1260.7,"https://api.mwater.co/v3/images/e66349eee4c6455da12aef41a630efd3",3,1,2,2,2,2
"https://api.mwater.co/v3/images/eb0fbce44dce49ecaa847793af060e63",-15.4360133,28.2538517,5.09999990463256,1269,"https://api.mwater.co/v3/images/9d0d43dc763b43f0b1a5c2894d0b0213",2,1,3,3,3,3
"https://api.mwater.co/v3/images/a8ec625bdca74aeeac36739d51e43e41",-15.4361383,28.2537667,4.69999980926513,1286.1,"https://api.mwater.co/v3/images/e778e5d34cf844749034139017ce278d",2,3,3,3,3,3
"https://api.mwater.co/v3/images/49409814dbc24f0fa0eb903d162bbacb https://api.mwater.co/v3/images/5f61558b2fc744069d6f7c021e8a5842",-15.4365,28.2538833,4.80000019073486,1273.9,"https://api.mwater.co/v3/images/522d0be2e1f34e07b7e4c2f6a059dea6",3,3,3,3,3,3
"https://api.mwater.co/v3/images/92a6e795a88944a5adc4bb17ebfa7319",-15.4364683,28.2538183,4.90000009536743,1275,"https://api.mwater.co/v3/images/589831e6dde94be791d076f04117de7b",4,1,4,4,4,4
"https://api.mwater.co/v3/images/e66005298f7f4513b5b65fc19ab13a0d",-15.4364883,28.253905,5.59999990463256,1274.3,"https://api.mwater.co/v3/images/ba8240b17dd6483fb73b1fe1dc53da62",2,1,3,3,3,3
"https://api.mwater.co/v3/images/9eb04fd1026541e6b7f59a5c2a9f5733",-15.4363817,28.2543933,4.5,1290.2,"https://api.mwater.co/v3/images/80e0a649bdaf4dd5b5c29524e2f67d01",3,3,4,4,3,3
"https://api.mwater.co/v3/images/1e9cdf0079354c84b886c9d5c6ba7daa",-15.436215,28.25424,4.40000009536743,1263.5,"https://api.mwater.co/v3/images/9fb65442a9ee4f129f99ab216ec6dffb",3,1,3,3,3,3
"https://api.mwater.co/v3/images/85fd50182d084abd9af725656eb8e3a8",-15.4362567,28.25454,4.80000019073486,1281.3,"https://api.mwater.co/v3/images/22a805c6742946449985c8162f5a1a16",4,4,4,4,4,4
"https://api.mwater.co/v3/images/ae925eb41386491cb06a7297aaba9a70",-15.436475,28.2546283,4.5,1278.9,"https://api.mwater.co/v3/images/8545c4a02d72495ab91700adad51a21b",2,1,3,3,3,3
"https://api.mwater.co/v3/images/e4646893fc0349a1a64eeb2b31b11db4",-15.43675,28.2574917,5,1214.7,"https://api.mwater.co/v3/images/dfdc6025a0e7446c838c1824999067ba",3,1,3,3,3,3
"https://api.mwater.co/v3/images/1ab1a6e69c564638abce323d87239001",-15.43683,28.2571033,4.69999980926513,1267.3,"https://api.mwater.co/v3/images/a0a9f1e72852428ab204f989c76ed012",3,1,4,4,3,3
"https://api.mwater.co/v3/images/8cab8e013c784c9a96f8d71bf9d03278",-15.43697,28.2569967,9.89999961853027,1250.7,"https://api.mwater.co/v3/images/90d3106e77624e0d9aa00d1026bab7ad",2,4,4,3,4,4
"https://api.mwater.co/v3/images/2a922f0b77cb47ca92c4e6b6b8ca9178",-15.4366617,28.2572767,4.69999980926513,1201.3,"https://api.mwater.co/v3/images/12b7d7d2f0524d81af0ddd41b5436c3f",2,3,3,3,3,3
"https://api.mwater.co/v3/images/56b024ea108b42b88ea300642ba52ac9",-15.4369633,28.2573233,4.80000019073486,1268.8,"https://api.mwater.co/v3/images/3aab7039d0c74e14ae508c4ea87cf8f7",3,1,3,3,3,3
"https://api.mwater.co/v3/images/9bd30f0d821c454ebf91a511875f7ee0",-15.4416233,28.2501833,4.5,1255.5,"https://api.mwater.co/v3/images/2341974930e34acb9dd356a159e0e17b",4,4,4,4,4,4
"https://api.mwater.co/v3/images/9b319c182943464980a9e4d1ee82d772",-15.4368333,28.2571183,9,1276.7,"https://api.mwater.co/v3/images/5cc16805902e4872a18356b989d9f7df",3,1,3,3,3,3
"https://api.mwater.co/v3/images/431195abf65b4bcd8a5f92fc17b0a97b",-15.4419367,28.2503267,5.30000019073486,1261.7,"https://api.mwater.co/v3/images/d8170ca349c44558adbd861a54ffc029",NA,1,4,4,3,3
"https://api.mwater.co/v3/images/33a7636c708b4a28957fe48153dbc5f1 https://api.mwater.co/v3/images/319b88ee4f3e4f24b25e87a0d2fb2605",-15.4371967,28.25703,4.80000019073486,1245.6,"https://api.mwater.co/v3/images/a729782dfbe947bf9526d07d626eab6a",4,1,3,3,3,3
"https://api.mwater.co/v3/images/da8bb930fda5416a90f3434da3ca847b",-15.4368583,28.25717,3.90000009536743,1222.2,"https://api.mwater.co/v3/images/3c7e6a35b5ab4d3ab37b26c1873e20b7",NA,1,2,2,2,2
"https://api.mwater.co/v3/images/2f41b58dcd4e416ea745b81402597b16",-15.4370433,28.256865,7.59999990463256,1279.7,"https://api.mwater.co/v3/images/bdf0e818e41643ff9f6fdcc5d6796302",3,3,3,3,3,3
